doc_id,event_id,event_tag,span_text,token_ids,source_file
1_12ecbplus.xml,20,ACTION_REPORTING,hear,145,1_12ecbplus.xml.xml
1_12ecbplus.xml,77,ACTION_REPORTING,t1_white_told_post,,1_12ecbplus.xml.xml
1_12ecbplus.xml,91,ACTION_REPORTING,t1_hear_lohan_to_lax,,1_12ecbplus.xml.xml
1_12ecbplus.xml,95,ACTION_REPORTING,t1_said_heller_thursday,,1_12ecbplus.xml.xml
1_13ecbplus.xml,4,ACTION_OCCURRENCE,accept,98,1_13ecbplus.xml.xml
1_13ecbplus.xml,5,ACTION_OCCURRENCE,sentence,81,1_13ecbplus.xml.xml
1_13ecbplus.xml,6,ACTION_OCCURRENCE,investigate,146,1_13ecbplus.xml.xml
1_13ecbplus.xml,7,ACTION_OCCURRENCE,given,153,1_13ecbplus.xml.xml
1_13ecbplus.xml,8,ACTION_OCCURRENCE,crash,86,1_13ecbplus.xml.xml
1_13ecbplus.xml,9,ACTION_OCCURRENCE,case,87,1_13ecbplus.xml.xml
1_13ecbplus.xml,10,ACTION_OCCURRENCE,revealed,109,1_13ecbplus.xml.xml
1_13ecbplus.xml,11,ACTION_OCCURRENCE,placement,100,1_13ecbplus.xml.xml
1_13ecbplus.xml,12,ACTION_OCCURRENCE,stint,73,1_13ecbplus.xml.xml
1_13ecbplus.xml,13,ACTION_OCCURRENCE,stint,47,1_13ecbplus.xml.xml
1_13ecbplus.xml,14,ACTION_OCCURRENCE,needed,142,1_13ecbplus.xml.xml
1_13ecbplus.xml,15,ACTION_OCCURRENCE,checks into,39 40,1_13ecbplus.xml.xml
1_13ecbplus.xml,16,ACTION_OCCURRENCE,checked into,59 60,1_13ecbplus.xml.xml
1_13ecbplus.xml,17,ACTION_OCCURRENCE,handed down,75 76,1_13ecbplus.xml.xml
1_13ecbplus.xml,18,ACTION_OCCURRENCE,said,163,1_13ecbplus.xml.xml
1_13ecbplus.xml,54,ACTION_OCCURRENCE,t1_given_may_10_deadline,,1_13ecbplus.xml.xml
1_13ecbplus.xml,55,ACTION_OCCURRENCE,t1_car_accident,,1_13ecbplus.xml.xml
1_13ecbplus.xml,57,ACTION_OCCURRENCE,t1_treatment,,1_13ecbplus.xml.xml
1_13ecbplus.xml,59,ACTION_OCCURRENCE,t1_facility_not_revealed,,1_13ecbplus.xml.xml
1_13ecbplus.xml,60,ACTION_OCCURRENCE,t1_placement_at_facility,,1_13ecbplus.xml.xml
1_13ecbplus.xml,63,ACTION_OCCURRENCE,t1_handed_down_sentence,,1_13ecbplus.xml.xml
1_13ecbplus.xml,67,ACTION_OCCURRENCE,t1_sentence,,1_13ecbplus.xml.xml
1_13ecbplus.xml,72,ACTION_OCCURRENCE,t1_approve_morningside,,1_13ecbplus.xml.xml
1_13ecbplus.xml,74,ACTION_OCCURRENCE,t1_investigate_new_facility,,1_13ecbplus.xml.xml
1_13ecbplus.xml,75,ACTION_OCCURRENCE,t1_drunk_driving_case,,1_13ecbplus.xml.xml
1_13ecbplus.xml,78,ACTION_OCCURRENCE,t1_needed_more_time,,1_13ecbplus.xml.xml
1_13ecbplus.xml,79,ACTION_OCCURRENCE,t1_checking_into_morningside_or_showing_up,,1_13ecbplus.xml.xml
1_13ecbplus.xml,19,ACTION_REPORTING,saying,123,1_13ecbplus.xml.xml
1_13ecbplus.xml,20,ACTION_REPORTING,quoting,117,1_13ecbplus.xml.xml
1_13ecbplus.xml,21,ACTION_REPORTING,told,138,1_13ecbplus.xml.xml
1_13ecbplus.xml,22,ACTION_REPORTING,says,50,1_13ecbplus.xml.xml
1_13ecbplus.xml,23,ACTION_REPORTING,reported,115,1_13ecbplus.xml.xml
1_13ecbplus.xml,56,ACTION_REPORTING,t1_quoting_heller_facility_unapproved,,1_13ecbplus.xml.xml
1_13ecbplus.xml,62,ACTION_REPORTING,t1_heller_says_lohan_starts_rehab,,1_13ecbplus.xml.xml
1_13ecbplus.xml,65,ACTION_REPORTING,t1_prosecutor_told_judge_time_needed,,1_13ecbplus.xml.xml
1_13ecbplus.xml,68,ACTION_REPORTING,t1_heller_said_unapproved,,1_13ecbplus.xml.xml
1_13ecbplus.xml,76,ACTION_REPORTING,t1_reported_associated_press,,1_13ecbplus.xml.xml
1_13ecbplus.xml,1,ACTION_ASPECTUAL,begin,65,1_13ecbplus.xml.xml
1_13ecbplus.xml,2,ACTION_ASPECTUAL,begin,43,1_13ecbplus.xml.xml
1_13ecbplus.xml,3,ACTION_ASPECTUAL,remains,92,1_13ecbplus.xml.xml
1_13ecbplus.xml,66,ACTION_ASPECTUAL,t1_remains_unclear,,1_13ecbplus.xml.xml
1_13ecbplus.xml,80,ACTION_ASPECTUAL,t1_begin_90_days,,1_13ecbplus.xml.xml
1_14ecbplus.xml,2,ACTION_OCCURRENCE,Checks Into,25 26,1_14ecbplus.xml.xml
1_14ecbplus.xml,3,ACTION_OCCURRENCE,checked into,62 63,1_14ecbplus.xml.xml
1_14ecbplus.xml,4,ACTION_OCCURRENCE,stay,88,1_14ecbplus.xml.xml
1_14ecbplus.xml,5,ACTION_OCCURRENCE,showed up,98 99,1_14ecbplus.xml.xml
1_14ecbplus.xml,6,ACTION_OCCURRENCE,hated,109,1_14ecbplus.xml.xml
1_14ecbplus.xml,7,ACTION_OCCURRENCE,interested,114,1_14ecbplus.xml.xml
1_14ecbplus.xml,8,ACTION_OCCURRENCE,going back,116 117,1_14ecbplus.xml.xml
1_14ecbplus.xml,9,ACTION_OCCURRENCE,knows,123,1_14ecbplus.xml.xml
1_14ecbplus.xml,10,ACTION_OCCURRENCE,check - in,154 155 156,1_14ecbplus.xml.xml
1_14ecbplus.xml,11,ACTION_OCCURRENCE,flout,190,1_14ecbplus.xml.xml
1_14ecbplus.xml,12,ACTION_OCCURRENCE,enter,195,1_14ecbplus.xml.xml
1_14ecbplus.xml,13,ACTION_OCCURRENCE,'Knows,33,1_14ecbplus.xml.xml
1_14ecbplus.xml,14,ACTION_OCCURRENCE,in rehab,133 134,1_14ecbplus.xml.xml
1_14ecbplus.xml,84,ACTION_OCCURRENCE,order,193,1_14ecbplus.xml.xml
1_14ecbplus.xml,52,ACTION_OCCURRENCE,t1_treatment,,1_14ecbplus.xml.xml
1_14ecbplus.xml,56,ACTION_OCCURRENCE,t1_flout_court_order,,1_14ecbplus.xml.xml
1_14ecbplus.xml,58,ACTION_OCCURRENCE,t1_checking_into_morningside_or_showing_up,,1_14ecbplus.xml.xml
1_14ecbplus.xml,60,ACTION_OCCURRENCE,t1_checking_into_unspecified_rehab,,1_14ecbplus.xml.xml
1_14ecbplus.xml,65,ACTION_OCCURRENCE,t1_hated_morningside,,1_14ecbplus.xml.xml
1_14ecbplus.xml,67,ACTION_OCCURRENCE,t1_knows_everyone_at_bf,,1_14ecbplus.xml.xml
1_14ecbplus.xml,72,ACTION_OCCURRENCE,t1_checking_into_betty_ford,,1_14ecbplus.xml.xml
1_14ecbplus.xml,74,ACTION_OCCURRENCE,t1_interested_in_betty_ford,,1_14ecbplus.xml.xml
1_14ecbplus.xml,78,ACTION_OCCURRENCE,t1_stay_betty_ford_this_time,,1_14ecbplus.xml.xml
1_14ecbplus.xml,81,ACTION_OCCURRENCE,t1_court_ordered,,1_14ecbplus.xml.xml
1_14ecbplus.xml,83,ACTION_STATE,was,143,1_14ecbplus.xml.xml
1_14ecbplus.xml,15,ACTION_REPORTING,confirms,92,1_14ecbplus.xml.xml
1_14ecbplus.xml,16,ACTION_REPORTING,reported,164,1_14ecbplus.xml.xml
1_14ecbplus.xml,17,ACTION_REPORTING,said,173,1_14ecbplus.xml.xml
1_14ecbplus.xml,57,ACTION_REPORTING,t1_prosecutors_said_lohan_arrested,,1_14ecbplus.xml.xml
1_14ecbplus.xml,64,ACTION_REPORTING,t1_reported_tmz,,1_14ecbplus.xml.xml
1_14ecbplus.xml,77,ACTION_REPORTING,t1_rep_confirms,,1_14ecbplus.xml.xml
1_14ecbplus.xml,1,ACTION_ASPECTUAL,continued,188,1_14ecbplus.xml.xml
1_14ecbplus.xml,79,ACTION_ASPECTUAL,t1_continue_to_flout,,1_14ecbplus.xml.xml
1_15ecbplus.xml,1,ACTION_OCCURRENCE,negotiated,93,1_15ecbplus.xml.xml
1_15ecbplus.xml,2,ACTION_OCCURRENCE,change,98,1_15ecbplus.xml.xml
1_15ecbplus.xml,3,ACTION_OCCURRENCE,traveled,111,1_15ecbplus.xml.xml
1_15ecbplus.xml,4,ACTION_OCCURRENCE,register,117,1_15ecbplus.xml.xml
1_15ecbplus.xml,5,ACTION_OCCURRENCE,spent time,124 125,1_15ecbplus.xml.xml
1_15ecbplus.xml,6,ACTION_OCCURRENCE,suing,143,1_15ecbplus.xml.xml
1_15ecbplus.xml,7,ACTION_OCCURRENCE,checking in,70 71,1_15ecbplus.xml.xml
1_15ecbplus.xml,8,ACTION_OCCURRENCE,treatment,106,1_15ecbplus.xml.xml
1_15ecbplus.xml,9,ACTION_OCCURRENCE,assault,146,1_15ecbplus.xml.xml
1_15ecbplus.xml,10,ACTION_OCCURRENCE,Check Into,38 39,1_15ecbplus.xml.xml
1_15ecbplus.xml,11,ACTION_OCCURRENCE,Fleeing,43,1_15ecbplus.xml.xml
1_15ecbplus.xml,12,ACTION_OCCURRENCE,leaving,56,1_15ecbplus.xml.xml
1_15ecbplus.xml,13,ACTION_OCCURRENCE,admitted,77,1_15ecbplus.xml.xml
1_15ecbplus.xml,39,ACTION_OCCURRENCE,t1_suing_assault,,1_15ecbplus.xml.xml
1_15ecbplus.xml,44,ACTION_OCCURRENCE,t1_checking_into_betty_ford,,1_15ecbplus.xml.xml
1_15ecbplus.xml,47,ACTION_OCCURRENCE,t1_checking_out_morningside,,1_15ecbplus.xml.xml
1_15ecbplus.xml,51,ACTION_OCCURRENCE,t1_checking_into_morningside_or_showing_up,,1_15ecbplus.xml.xml
1_15ecbplus.xml,52,ACTION_OCCURRENCE,t1_stay_betty_ford_previously,,1_15ecbplus.xml.xml
1_15ecbplus.xml,53,ACTION_OCCURRENCE,t1_travel_to_betty_ford,,1_15ecbplus.xml.xml
1_15ecbplus.xml,54,ACTION_OCCURRENCE,t1_assault,,1_15ecbplus.xml.xml
1_15ecbplus.xml,55,ACTION_OCCURRENCE,t1_heller_negotiated_facility_change,,1_15ecbplus.xml.xml
1_15ecbplus.xml,58,ACTION_OCCURRENCE,t1_change_facilities,,1_15ecbplus.xml.xml
1_15ecbplus.xml,59,ACTION_OCCURRENCE,t1_treatment,,1_15ecbplus.xml.xml
1_15ecbplus.xml,14,ACTION_REPORTING,according,85,1_15ecbplus.xml.xml
1_15ecbplus.xml,45,ACTION_REPORTING,t1_reported_tmz,,1_15ecbplus.xml.xml
1_16ecbplus.xml,1,ACTION_OCCURRENCE,Investigation,44,1_16ecbplus.xml.xml
1_16ecbplus.xml,2,ACTION_OCCURRENCE,checked into,60 61,1_16ecbplus.xml.xml
1_16ecbplus.xml,3,ACTION_OCCURRENCE,investigation,81,1_16ecbplus.xml.xml
1_16ecbplus.xml,4,ACTION_OCCURRENCE,chose,86,1_16ecbplus.xml.xml
1_16ecbplus.xml,5,ACTION_OCCURRENCE,bailed,100,1_16ecbplus.xml.xml
1_16ecbplus.xml,6,ACTION_OCCURRENCE,approved,110,1_16ecbplus.xml.xml
1_16ecbplus.xml,7,ACTION_OCCURRENCE,flew,117,1_16ecbplus.xml.xml
1_16ecbplus.xml,8,ACTION_OCCURRENCE,Checks Into,37 38,1_16ecbplus.xml.xml
1_16ecbplus.xml,9,ACTION_OCCURRENCE,pending,79,1_16ecbplus.xml.xml
1_16ecbplus.xml,10,ACTION_OCCURRENCE,Pending,47,1_16ecbplus.xml.xml
1_16ecbplus.xml,11,ACTION_OCCURRENCE,remain,72,1_16ecbplus.xml.xml
1_16ecbplus.xml,26,ACTION_OCCURRENCE,t1_bailed,,1_16ecbplus.xml.xml
1_16ecbplus.xml,28,ACTION_OCCURRENCE,t1_remain_morningside,,1_16ecbplus.xml.xml
1_16ecbplus.xml,31,ACTION_OCCURRENCE,t1_flight_to_la,,1_16ecbplus.xml.xml
1_16ecbplus.xml,32,ACTION_OCCURRENCE,t1_choice_of_facilities,,1_16ecbplus.xml.xml
1_16ecbplus.xml,33,ACTION_OCCURRENCE,t1_approved_new_york_facility,,1_16ecbplus.xml.xml
1_16ecbplus.xml,34,ACTION_OCCURRENCE,t1_treatment,,1_16ecbplus.xml.xml
1_16ecbplus.xml,35,ACTION_OCCURRENCE,t1_investigate_new_facility,,1_16ecbplus.xml.xml
1_16ecbplus.xml,36,ACTION_OCCURRENCE,t1_pending_investigation,,1_16ecbplus.xml.xml
1_16ecbplus.xml,38,ACTION_OCCURRENCE,t1_checking_into_morningside_or_showing_up,,1_16ecbplus.xml.xml
1_17ecbplus.xml,1,ACTION_OCCURRENCE,checks into,30 31,1_17ecbplus.xml.xml
1_17ecbplus.xml,2,ACTION_OCCURRENCE,checked into,76 77,1_17ecbplus.xml.xml
1_17ecbplus.xml,10,ACTION_OCCURRENCE,t1_checking_into_betty_ford,,1_17ecbplus.xml.xml
1_17ecbplus.xml,14,ACTION_OCCURRENCE,t1_treatment,,1_17ecbplus.xml.xml
1_18ecbplus.xml,1,ACTION_OCCURRENCE,checks into,43 44,1_18ecbplus.xml.xml
1_18ecbplus.xml,2,ACTION_OCCURRENCE,checked in,60 61,1_18ecbplus.xml.xml
1_18ecbplus.xml,3,ACTION_OCCURRENCE,checked into,83 84,1_18ecbplus.xml.xml
1_18ecbplus.xml,4,ACTION_OCCURRENCE,arrangements,138,1_18ecbplus.xml.xml
1_18ecbplus.xml,5,ACTION_OCCURRENCE,hopped,102,1_18ecbplus.xml.xml
1_18ecbplus.xml,6,ACTION_OCCURRENCE,headed,110,1_18ecbplus.xml.xml
1_18ecbplus.xml,7,ACTION_OCCURRENCE,allow,125,1_18ecbplus.xml.xml
1_18ecbplus.xml,8,ACTION_OCCURRENCE,smoking,126,1_18ecbplus.xml.xml
1_18ecbplus.xml,9,ACTION_OCCURRENCE,made,136,1_18ecbplus.xml.xml
1_18ecbplus.xml,10,ACTION_OCCURRENCE,check into,142 143,1_18ecbplus.xml.xml
1_18ecbplus.xml,45,ACTION_OCCURRENCE,t1_allow_smoking,,1_18ecbplus.xml.xml
1_18ecbplus.xml,46,ACTION_OCCURRENCE,t1_going_to_morningside,,1_18ecbplus.xml.xml
1_18ecbplus.xml,47,ACTION_OCCURRENCE,t1_made_arrangements,,1_18ecbplus.xml.xml
1_18ecbplus.xml,48,ACTION_OCCURRENCE,t1_smoking,,1_18ecbplus.xml.xml
1_18ecbplus.xml,58,ACTION_OCCURRENCE,t1_flight_to_la,,1_18ecbplus.xml.xml
1_18ecbplus.xml,63,ACTION_OCCURRENCE,t1_arrangements,,1_18ecbplus.xml.xml
1_18ecbplus.xml,64,ACTION_OCCURRENCE,t1_checking_into_morningside_or_showing_up,,1_18ecbplus.xml.xml
1_18ecbplus.xml,14,ACTION_STATE,lawyer,65,1_18ecbplus.xml.xml
1_18ecbplus.xml,11,ACTION_REPORTING,told,68,1_18ecbplus.xml.xml
1_18ecbplus.xml,12,ACTION_REPORTING,reports,98,1_18ecbplus.xml.xml
1_18ecbplus.xml,13,ACTION_REPORTING,says,129,1_18ecbplus.xml.xml
1_18ecbplus.xml,44,ACTION_REPORTING,t1_says_cnn,,1_18ecbplus.xml.xml
1_18ecbplus.xml,53,ACTION_REPORTING,t1_reported_associated_press,,1_18ecbplus.xml.xml
1_18ecbplus.xml,59,ACTION_REPORTING,t1_heller_says_lohan_starts_rehab,,1_18ecbplus.xml.xml
1_19ecbplus.xml,2,ACTION_OCCURRENCE,stir,157,1_19ecbplus.xml.xml
1_19ecbplus.xml,3,ACTION_OCCURRENCE,violation,179,1_19ecbplus.xml.xml
1_19ecbplus.xml,4,ACTION_OCCURRENCE,stay,218,1_19ecbplus.xml.xml
1_19ecbplus.xml,5,ACTION_OCCURRENCE,rehire,196,1_19ecbplus.xml.xml
1_19ecbplus.xml,6,ACTION_OCCURRENCE,appearances,214,1_19ecbplus.xml.xml
1_19ecbplus.xml,7,ACTION_OCCURRENCE,Checks Into,42 43,1_19ecbplus.xml.xml
1_19ecbplus.xml,8,ACTION_OCCURRENCE,Rehires,48,1_19ecbplus.xml.xml
1_19ecbplus.xml,9,ACTION_OCCURRENCE,avoided,67,1_19ecbplus.xml.xml
1_19ecbplus.xml,10,ACTION_OCCURRENCE,checking into,71 72,1_19ecbplus.xml.xml
1_19ecbplus.xml,11,ACTION_OCCURRENCE,attacking,232,1_19ecbplus.xml.xml
1_19ecbplus.xml,12,ACTION_OCCURRENCE,exit,80,1_19ecbplus.xml.xml
1_19ecbplus.xml,13,ACTION_OCCURRENCE,checked into,113 114,1_19ecbplus.xml.xml
1_19ecbplus.xml,14,ACTION_OCCURRENCE,receiving,134,1_19ecbplus.xml.xml
1_19ecbplus.xml,15,ACTION_OCCURRENCE,checked out,162 163,1_19ecbplus.xml.xml
1_19ecbplus.xml,16,ACTION_OCCURRENCE,risking,173,1_19ecbplus.xml.xml
1_19ecbplus.xml,17,ACTION_OCCURRENCE,decided,194,1_19ecbplus.xml.xml
1_19ecbplus.xml,18,ACTION_OCCURRENCE,accused,230,1_19ecbplus.xml.xml
1_19ecbplus.xml,19,ACTION_OCCURRENCE,approved,116,1_19ecbplus.xml.xml
1_19ecbplus.xml,20,ACTION_OCCURRENCE,treatment,135,1_19ecbplus.xml.xml
1_19ecbplus.xml,69,ACTION_OCCURRENCE,t1_risking_jail_time,,1_19ecbplus.xml.xml
1_19ecbplus.xml,71,ACTION_OCCURRENCE,t1_rehire_attorney,,1_19ecbplus.xml.xml
1_19ecbplus.xml,74,ACTION_OCCURRENCE,t1_approve_morningside,,1_19ecbplus.xml.xml
1_19ecbplus.xml,75,ACTION_OCCURRENCE,t1_treatment,,1_19ecbplus.xml.xml
1_19ecbplus.xml,80,ACTION_OCCURRENCE,t1_checking_out_morningside,,1_19ecbplus.xml.xml
1_19ecbplus.xml,81,ACTION_OCCURRENCE,t1_stir,,1_19ecbplus.xml.xml
1_19ecbplus.xml,82,ACTION_OCCURRENCE,t1_appearance_in_courtroom,,1_19ecbplus.xml.xml
1_19ecbplus.xml,83,ACTION_OCCURRENCE,t1_altercation_with_staffer,,1_19ecbplus.xml.xml
1_19ecbplus.xml,89,ACTION_OCCURRENCE,t1_avoided_jail,,1_19ecbplus.xml.xml
